GeneName	geneSymbol	GeneDescription
YBR086C	IST2	Increased Sodium Tolerance
YBR087W	RFC5	Replication Factor C
YBR088C	POL30	POLymerase
YBR089C-A	NHP6B	Non-Histone Protein
YBR089W	""	""
YBR090C	""	""
YBR091C	TIM12	Translocase of the Inner Membrane
YBR092C	PHO3	PHOsphate metabolism
YBR093C	PHO5	PHOsphate metabolism
YBR094W	PBY1	P-BodY associated protein
YBR095C	RXT2	""
YBR096W	""	""
YBR097W	VPS15	Vacuolar Protein Sorting
YBR098W	MMS4	Methyl MethaneSulfonate sensitivity
YBR099C	""	""
YBR101C	FES1	Factor Exchange for Ssa1p
YBR102C	EXO84	EXOcyst
YBR103C-A	""	""
YBR103W	SIF2	Sir4p-Interacting Factor
YBR104W	YMC2	Yeast Mitochondrial Carrier
YBR105C	VID24	Vacuolar Import and Degradation
YBR106W	SND3	SRP-iNDependent targeting
YBR107C	IML3	Increased Minichromosome Loss
YBR108W	AIM3	Altered Inheritance rate of Mitochondria
YBR109C	CMD1	CalMoDulin
YBR109W-A	""	""
YBR110W	ALG1	Asparagine-Linked Glycosylation
YBR111C	YSA1	""
YBR111W-A	SUS1	Sl gene Upstream of ySa1
YBR112C	CYC8	CYtochrome C
YBR113W	""	""
YBR114W	RAD16	RADiation sensitive
YBR115C	LYS2	LYSine requiring
YBR116C	""	""
YBR117C	TKL2	TransKetoLase
YBR118W	TEF2	Translation Elongation Factor
YBR119W	MUD1	Mutant U1 Die
YBR120C	CBP6	Cytochrome B Protein synthesis
YBR121C	GRS1	Glycyl-tRNA Synthase
YBR121C-A	""	""
YBR122C	MRPL36	Mitochondrial Ribosomal Protein, Large subunit
YBR123C	TFC1	Transcription Factor class C
YBR124W	""	""
YBR125C	PTC4	Phosphatase Two C
YBR126C	TPS1	Trehalose-6-Phosphate Synthase
YBR126W-A	MEO1	Mini ER ORF
YBR126W-B	""	""
YBR127C	VMA2	Vacuolar Membrane Atpase
YBR128C	ATG14	AuTophaGy related
YBR129C	OPY1	Overproduction-induced Pheromone-resistant Yeast
YBR130C	SHE3	Swi5p-dependent HO Expression
YBR131C-A	""	""
YBR131W	CCZ1	Calcium Caffeine Zinc sensitivity
YBR132C	AGP2	high-Affinity Glutamine Permease
YBR133C	HSL7	Histone Synthetic Lethal
YBR134W	""	""
YBR135W	CKS1	Cdc28 Kinase Subunit
YBR136W	MEC1	Mitosis Entry Checkpoint
YBR137W	""	""
YBR138C	""	""
YBR139W	ATG42	AuTophaGy
YBR140C	IRA1	Inhibitory Regulator of the RAS-cAMP pathway
YBR141C	BMT2	Base MethylTransferase of 25S RNA
YBR141W-A	""	""
YBR142W	MAK5	MAintenance of Killer
YBR143C	SUP45	SUPpressor
YBR144C	""	""
YBR145W	ADH5	Alcohol DeHydrogenase
YBR146W	MRPS9	Mitochondrial Ribosomal Protein, Small subunit
YBR147W	RTC2	Restriction of Telomere Capping
YBR148W	YSW1	""
YBR149W	ARA1	D-ARAbinose dehydrogenase
YBR150C	TBS1	ThiaBendazole Sensitive
YBR151W	APD1	Actin Patches Distal
YBR152W	SPP381	Suppressor of PrP38-1
YBR153W	RIB7	RIBoflavin biosynthesis
YBR154C	RPB5	RNA Polymerase B
YBR155W	CNS1	CyclophiliN Seven suppressor
YBR156C	SLI15	Synthetically Lethal with Ipl1
YBR157C	ICS2	Increased Copper Sensitivity
YBR158W	AMN1	Antagonist of Mitotic exit Network
YBR159W	IFA38	""
YBR160W	CDC28	Cell Division Cycle
YBR161W	CSH1	CSG1/SUR1 Homolog
YBR162C	TOS1	Target Of Sbf
YBR162W-A	YSY6	""
YBR163W	EXO5	EXOnuclease V
YBR164C	ARL1	ADP-Ribosylation factor-Like
YBR165W	UBS1	UBiquitin-conjugating enzyme Suppressor
YBR166C	TYR1	TYRosine
YBR167C	POP7	Processing Of Precursor RNAs
YBR168W	PEX32	PEroXisome related
YBR169C	SSE2	Stress Seventy subfamily E
YBR170C	NPL4	Nuclear Protein Localization
YBR171W	SEC66	SECretory
YBR172C	SMY2	Suppressor of MYo2-66
YBR173C	UMP1	Ubiquitin-Mediated Proteolysis
YBR174C	""	""
YBR175W	SWD3	Set1c, WD40 repeat protein
YBR176W	ECM31	ExtraCellular Mutant
YBR177C	EHT1	Ethanol Hexanoyl Transferase
YBR178W	""	""
YBR179C	FZO1	FuZzy Onions homolog
YBR180W	DTR1	DiTyRosine
YBR181C	RPS6B	Ribosomal Protein of the Small subunit
YBR182C	SMP1	Second MEF2-like Protein 1
YBR182C-A	""	""
YBR183W	YPC1	Yeast Phyto-Ceramidase
YBR184W	""	""
YBR185C	MBA1	Multi-copy Bypass of AFG3
YBR186W	PCH2	Pachytene CHeckpoint
YBR187W	GDT1	Gcr1 Dependent Translation factor
YBR188C	NTC20	Prp19p (NineTeen)-associated Complex
YBR189W	RPS9B	Ribosomal Protein of the Small subunit
YBR190W	""	""
YBR191W	RPL21A	Ribosomal Protein of the Large subunit
YBR191W-A	""	""
YBR192W	RIM2	Replication In Mitochondria
YBR193C	MED8	MEDiator complex
YBR194W	AIM4	Altered Inheritance rate of Mitochondria
YBR195C	MSI1	Multicopy Suppressor of IRA1
YBR196C	PGI1	PhosphoGlucoIsomerase
YBR196C-A	""	""
YBR196C-B	""	""
YBR197C	""	""
YBR198C	TAF5	TATA binding protein-Associated Factor
YBR199W	KTR4	Kre Two Related
YBR200W	BEM1	Bud EMergence
YBR200W-A	""	""
YBR201C-A	MIN7	mitochondrial MINi protein of ~7 kDa
YBR201W	DER1	Degradation in the Endoplasmic Reticulum
YBR202W	MCM7	MiniChromosome Maintenance
YBR203W	COS111	Ciclopirox Olamine Sensitive
YBR204C	LDH1	Lipid Droplet Hydrolase
YBR205W	KTR3	Kre Two Related
YBR206W	""	""
YBR207W	FTH1	FTR1 Homolog
YBR208C	DUR1,2	Degradation of URea
YBR209W	""	""
YBR210W	ERV15	ER Vesicle Protein
YBR211C	AME1	Associated with Microtubules and Essential
YBR212W	NGR1	Negative Growth Regulatory protein
YBR213W	MET8	METhionine requiring
YBR214W	SDS24	homolog of S. pombe SDS23
YBR215W	HPC2	Histone Periodic Control
YBR216C	YBP1	Yap1-Binding Protein
YBR217W	ATG12	AuTophaGy related
YBR218C	PYC2	PYruvate Carboxylase
YBR219C	""	""
YBR220C	""	""
YBR221C	PDB1	Pyruvate Dehydrogenase Beta subunit
YBR221W-A	""	""
YBR222C	PCS60	Peroxisomal CoA-dependent Synthetase
YBR223C	TDP1	Tyrosyl-DNA Phosphodiesterase
YBR223W-A	""	""
YBR224W	""	""
YBR225W	""	""
YBR226C	""	""
YBR227C	MCX1	Mitochondrial ClpX
YBR228W	SLX1	Synthetic Lethal of unknown (X) function
YBR229C	ROT2	Reversal Of Tor2 lethality
YBR230C	OM14	Outer Membrane Protein of 14 kDa
YBR230W-A	COQ21	COQ interacting protein
YBR231C	SWC5	SWr Complex
YBR232C	""	""
YBR233W	PBP2	Pbp1p Binding Protein
YBR233W-A	DAD3	Duo1 And Dam1 interacting
YBR234C	ARC40	ARp2/3 Complex subunit
YBR235W	VHC1	Vacuolar protein Homologous to CCC family
YBR236C	ABD1	""
YBR237W	PRP5	Pre-mRNA Processing
YBR238C	""	""
YBR239C	ERT1	Ethanol Regulated Transcription factor
YBR240C	THI2	THIamine metabolism
YBR241C	""	""
YBR242W	""	""
YBR243C	ALG7	Asparagine-Linked Glycosylation
YBR244W	GPX2	Glutathione PeroXidase
YBR245C	ISW1	Imitation SWitch subfamily
YBR246W	RRT2	Regulator of rDNA Transcription
YBR247C	ENP1	Essential Nuclear Protein
YBR248C	HIS7	HIStidine requiring
YBR249C	ARO4	AROmatic amino acid requiring
YBR250W	SPO23	SPOrulation
YBR251W	MRPS5	Mitochondrial Ribosomal Protein, Small subunit
YBR252W	DUT1	DUTp pyrophosphatase
YBR253W	SRB6	Suppressor of RNA polymerase B
YBR254C	TRS20	TRapp Subunit
YBR255C-A	RCF3	Respiratory superComplex Factor
YBR255W	MTC4	Maintenance of Telomere Capping
YBR256C	RIB5	RIBoflavin biosynthesis
YBR257W	POP4	Processing Of Precursor RNAs
YBR258C	SHG1	Set1c, Hypothetical G
YBR259W	""	""
YBR260C	RGD1	Related GAP Domain
YBR261C	TAE1	Translation Associated Element
YBR262C	MIC12	MItochondrial contact site and Cristae organizing system
YBR263W	SHM1	Serine HydroxyMethyltransferase
YBR264C	YPT10	Yeast Protein Two
YBR265W	TSC10	Temperature-sensitive Suppressors of Csg2 mutants
YBR266C	SLM6	Synthetic Lethal with Mss4
YBR267W	REI1	REquired for Isotropic bud growth
YBR268W	MRPL37	Mitochondrial Ribosomal Protein, Large subunit
YBR269C	SDH8	Succinate DeHydrogenase
YBR270C	BIT2	Binding partner of Tor2p
YBR271W	EFM2	Elongation Factor Methyltransferase
YBR272C	HSM3	enHanced Spontaneous Mutability
YBR273C	UBX7	UBiquitin regulatory X
YBR274W	CHK1	CHeckpoint Kinase
YBR275C	RIF1	RAP1-Interacting Factor
YBR276C	PPS1	Protein Phosphatase S phase
YBR277C	""	""
YBR278W	DPB3	DNA Polymerase B (II) subunit
YBR279W	PAF1	RNA Polymerase II Associated Factor
YBR280C	SAF1	SCF Associated Factor
YBR281C	DUG2	Deficient in Utilization of Glutathione
YBR282W	MRPL27	Mitochondrial Ribosomal Protein, Large subunit
YBR283C	SSH1	Sec Sixty-one Homolog
YBR284W	""	""
YBR285W	""	""
YBR286W	APE3	AminoPEptidase
YBR287W	""	""
YBR288C	APM3	clathrin Adaptor Protein complex Medium chain
YBR289W	SNF5	Sucrose NonFermenting
YBR290W	BSD2	Bypass Sod1p Defects
YBR291C	CTP1	Citrate Transport Protein
YBR292C	""	""
YBR293W	VBA2	Vacuolar Basic Amino acid transporter
YBR294W	SUL1	SULfate
YBR295W	PCA1	P-type Cation-transporting ATPase
YBR296C	PHO89	PHOsphate metabolism
YBR296C-A	TYC1	Tiny Yeast Comet 1
YBR297W	MAL33	MALtose
YBR298C	MAL31	MALtose fermentation
YBR298C-A	""	""
YBR299W	MAL32	MALtose
YBR300C	""	""
YBR301W	PAU24	seriPAUperin family
YBR302C	COS2	COnserved Sequence
YCL001W	RER1	Retention in the Endoplasmic Reticulum
YCL001W-A	""	""
YCL001W-B	""	""
YCL002C	""	""
YCL004W	PGS1	PhosphatidylGlycerolphosphate Synthase
YCL005W	LDB16	Low Dye Binding
YCL005W-A	VMA9	Vacuolar Membrane Atpase
YCL007C	""	""
YCL008C	STP22	STerile Pseudoreversion
YCL009C	ILV6	IsoLeucine Valine
YCL010C	SGF29	SaGa associated Factor
YCL011C	GBP2	G-strand Binding Protein
YCL012C	""	""
YCL014W	BUD3	BUD site selection
YCL016C	DCC1	Defective in sister Chromatid Cohesion
YCL017C	NFS1	NiFS-like
YCL018W	LEU2	LEUcine biosynthesis
YCL021W-A	""	""
YCL022C	""	""
YCL023C	""	""
YCL024W	KCC4	""
YCL025C	AGP1	high-Affinity Glutamine Permease
YCL026C-A	FRM2	Fatty acid Repression Mutant
YCL026C-B	HBN1	Homologous to Bacterial Nitroreductases
YCL027W	FUS1	cell FUSion
YCL028W	RNQ1	Rich in asparagine (N) and glutamine (Q)
YCL029C	BIK1	BIlateral Karyogamy defect
YCL030C	HIS4	HIStidine requiring
YCL031C	RRP7	Ribosomal RNA Processing
YCL032W	STE50	STErile
YCL033C	MXR2	peptide Methionine sulfoXide Reductase
YCL034W	LSB5	Las Seventeen Binding protein
YCL035C	GRX1	GlutaRedoXin
YCL036W	GFD2	Great for Full DEAD box protein activity
YCL037C	SRO9	Suppressor of rho3
YCL038C	ATG22	AuTophaGy related
YCL039W	GID7	Glucose Induced Degradation deficient
YCL040W	GLK1	GLucoKinase
YCL041C	""	""
YCL042W	""	""
YCL043C	PDI1	Protein Disulfide Isomerase
YCL044C	MGR1	Mitochondrial Genome Required
YCL045C	EMC1	ER Membrane protein Complex
YCL046W	""	""
YCL047C	POF1	Promoter Of Filamentation
YCL048W	SPS22	SPorulation Specific 2 too (2)
YCL048W-A	""	""
YCL049C	""	""
YCL050C	APA1	AP4A phosphorylase
YCL051W	LRE1	Laminarase REsistance
YCL052C	PBN1	Protease B Non-derepressible
YCL054W	SPB1	Suppressor of PaB1 mutant
YCL054W-A	RDT1	Ribosomally Detected Transcript
YCL055W	KAR4	KARyogamy
YCL056C	PEX34	PEroXin
YCL057C-A	MIC10	MItochondrial contact site and Cristae organizing system
YCL057W	PRD1	PRoteinase yscD
YCL058C	FYV5	Function required for Yeast Viability
YCL058W-A	ADF1	Antisense of Depressing Factor
YCL059C	KRR1	contains KRR-R motif
YCL061C	MRC1	Mediator of the Replication Checkpoint
YCL063W	VAC17	VACuole related
YCL064C	CHA1	Catabolism of Hydroxy Amino acids
YCL065W	""	""
YCL066W	HMLALPHA1	Hidden Mat Left ALPHA
YCL067C	HMLALPHA2	Hidden Mat Left ALPHA
YCL068C	""	""
YCL069W	VBA3	Vacuolar Basic Amino acid transporter
YCL073C	GEX1	Glutathione EXchanger
YCL076W	""	""
YCR001W	""	""
YCR002C	CDC10	Cell Division Cycle
YCR003W	MRPL32	Mitochondrial Ribosomal Protein, Large subunit
YCR004C	YCP4	""
YCR005C	CIT2	CITrate synthase
YCR006C	""	""
YCR007C	""	""
YCR008W	SAT4	""
YCR009C	RVS161	Reduced Viability on Starvation
YCR010C	ADY2	Accumulation of DYads
YCR011C	ADP1	ATP-Dependent Permease
YCR012W	PGK1	3-PhosphoGlycerate Kinase
YCR013C	""	""
YCR014C	POL4	POLymerase
YCR015C	CTO1	Cold TOlerance
YCR016W	""	""
YCR017C	CWH43	Calcofluor White Hypersensitive
YCR018C	SRD1	""
YCR018C-A	""	""
YCR019W	MAK32	MAintenance of Killer
YCR020C	PET18	PETite colonies
YCR020C-A	MAK31	MAintenance of Killer
YCR020W-B	HTL1	High-Temperature Lethal
YCR021C	HSP30	Heat Shock Protein
YCR022C	""	""
YCR023C	""	""
YCR024C	SLM5	Synthetic Lethal with Mss4
YCR024C-A	PMP1	Plasma Membrane Proteolipid
YCR024C-B	""	""
YCR025C	""	""
YCR026C	NPP1	ecto-Nucleotide Pyrophosphatase/Phosphodiesterase
YCR027C	RHB1	RHeB homolog
YCR028C	FEN2	FENpropimorph resistance
YCR028C-A	RIM1	Replication In Mitochondria
YCR030C	SYP1	Suppressor of Yeast Profilin deletion
YCR031C	RPS14A	Ribosomal Protein of the Small subunit
YCR032W	BPH1	Beige Protein Homolog
YCR033W	SNT1	SaNT domains
YCR034W	ELO2	fatty acid ELOngation
YCR035C	RRP43	Ribosomal RNA Processing
YCR036W	RBK1	RiBoKinase
YCR037C	PHO87	PHOsphate metabolism
YCR038C	BUD5	BUD site selection
YCR038W-A	""	""
YCR039C	MATALPHA2	MATing type protein ALPHA
YCR040W	MATALPHA1	MATing type protein ALPHA
YCR041W	""	""
YCR042C	TAF2	TATA binding protein-Associated Factor
YCR043C	""	""
YCR044C	PER1	protein Processing in the ER
YCR045C	RRT12	Regulator of rDNA Transcription
YCR045W-A	""	""
YCR046C	IMG1	Integrity of Mitochondrial Genome
YCR047C	BUD23	BUD site selection
YCR047W-A	""	""
YCR048W	ARE1	Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
YCR049C	""	""
YCR050C	""	""
YCR051W	""	""
YCR052W	RSC6	Remodel the Structure of Chromatin
YCR053W	THR4	THReonine requiring
YCR054C	CTR86	Copper TRansport protein
YCR057C	PWP2	Periodic tryptophan (W) Protein
YCR059C	YIH1	Yeast Impact Homolog
YCR060W	TAH1	Tpr-containing protein Associated with Hsp90
YCR061W	""	""
YCR063W	BUD31	BUD site selection
YCR064C	""	""
YCR065W	HCM1	High-Copy suppressor of Calmodulin
YCR066W	RAD18	RADiation sensitive
YCR067C	SED4	Suppressor of Erd2 Deletion
YCR068W	ATG15	AuTophaGy related
YCR069W	CPR4	Cyclosporin-sensitive Proline Rotamase
YCR071C	IMG2	Integrity of Mitochondrial Genome
YCR072C	RSA4	RiboSome Assembly
YCR073C	SSK22	Suppressor of Sensor Kinase
YCR073W-A	SOL2	Suppressor Of Los1-1
YCR075C	ERS1	ERd Suppressor
YCR075W-A	EGO2	Exit from rapamycin-induced GrOwth arrest
YCR076C	FUB1	FUnction of Boundary
YCR077C	PAT1	Protein Associated with Topoisomerase II
YCR079W	PTC6	Phosphatase Two C
YCR081C-A	""	""
YCR081W	SRB8	Suppressor of RNA polymerase B
YCR082W	AHC2	Ada Histone acetyltransferase complex Component
YCR083W	TRX3	ThioRedoXin
YCR084C	TUP1	dTMP-UPtake
YCR085W	""	""
YCR086W	CSM1	Chromosome Segregation in Meiosis
YCR087C-A	""	""
YCR087W	""	""
YCR088W	ABP1	Actin Binding Protein
YCR089W	FIG2	Factor-Induced Gene
YCR090C	""	""
YCR091W	KIN82	protein KINase
YCR092C	MSH3	MutS Homolog
YCR093W	CDC39	Cell Division Cycle
YCR094W	CDC50	Cell Division Cycle
YCR095C	OCA4	Oxidant-induced Cell-cycle Arrest
YCR095W-A	""	""
YCR096C	HMRA2	Hidden Mat Right A
YCR097W	HMRA1	Hidden Mat Right A
YCR097W-A	""	""
YCR098C	GIT1	GlycerophosphoInosiTol
YCR099C	""	""
YCR100C	EMA35	Efficient Mitochondria targeting-Associated protein
YCR101C	""	""
YCR102C	""	""
YCR102W-A	""	""
YCR104W	PAU3	seriPAUperin family
YCR105W	ADH7	Alcohol DeHydrogenase
YCR106W	RDS1	Regulator of Drug Sensitivity
YCR107W	AAD3	Aryl-Alcohol Dehydrogenase
YCR108C	""	""
YDL001W	RMD1	Required for Meiotic nuclear Division
YDL002C	NHP10	Non-Histone Protein
YDL003W	MCD1	Mitotic Chromosome Determinant
YDL004W	ATP16	ATP synthase
YDL005C	MED2	MEDiator complex
YDL006W	PTC1	Phosphatase type Two C
YDL007C-A	""	""
YDL007W	RPT2	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase
YDL008W	APC11	Anaphase Promoting Complex
YDL009C	""	""
YDL010W	GRX6	GlutaRedoXin
YDL011C	""	""
YDL012C	""	""
YDL013W	SLX5	Synthetic Lethal of unknown [X] function
YDL014W	NOP1	NucleOlar Protein
YDL015C	TSC13	Temperature-sensitive Suppressors of Csg2 mutants
YDL016C	""	""
YDL017W	CDC7	Cell Division Cycle
YDL018C	ERP3	Emp24p/Erv25p Related Protein
YDL019C	OSH2	OxySterol binding protein Homolog
YDL020C	RPN4	Regulatory Particle Non-ATPase
YDL021W	GPM2	Glycerate PhosphoMutase
YDL022C-A	""	""
YDL022W	GPD1	Glycerol-3-Phosphate Dehydrogenase
YDL023C	""	""
YDL024C	DIA3	Digs Into Agar
YDL025C	RTK1	Ribosome biogenesis and TRNA synthetase-associated Kinase
YDL025W-A	""	""
YDL026W	""	""
YDL027C	MRX9	Mitochondrial oRganization of gene eXpression (MIOREX)
YDL028C	MPS1	MonoPolar Spindle
YDL029W	ARP2	Actin-Related Protein
YDL030W	PRP9	Pre-mRNA Processing
YDL031W	DBP10	Dead Box Protein
YDL032W	""	""
YDL033C	SLM3	Synthetic Lethal with Mss4
YDL034W	""	""
YDL035C	GPR1	G-Protein coupled Receptor
YDL036C	PUS9	PseudoUridine Synthase
YDL037C	BSC1	Bypass of Stop Codon
YDL039C	PRM7	Pheromone-Regulated Membrane protein
YDL040C	NAT1	N-terminal AcetylTransferase
YDL041W	""	""
YDL042C	SIR2	Silent Information Regulator
YDL043C	PRP11	Pre-mRNA Processing
YDL044C	MTF2	Mitochondrial Transcription Factor
YDL045C	FAD1	FAD synthetase
YDL045W-A	MRP10	Mitochondrial Ribosomal Protein
YDL046W	NPC2	Niemann Pick type C homolog
YDL047W	SIT4	Suppressor of Initiation of Transcription
YDL048C	STP4	protein with similarity to Stp1p
YDL049C	KNH1	Kre9(Nine) Homolog
YDL050C	""	""
YDL051W	LHP1	La-Homologous Protein
YDL052C	SLC1	SphingoLipid Compensation
YDL053C	PBP4	Pbp1p Binding Protein
YDL054C	MCH1	MonoCarboxylate transporter Homolog
YDL055C	PSA1	""
YDL056W	MBP1	MluI-box Binding Protein
YDL057W	""	""
YDL058W	USO1	yUSOu - transport in Japanese
YDL059C	RAD59	RADiation sensitive
YDL060W	TSR1	Twenty S rRNA accumulation
YDL061C	RPS29B	Ribosomal Protein of the Small subunit
YDL062W	""	""
YDL063C	SYO1	SYnchronized impOrt or SYmpOrtin
YDL064W	UBC9	UBiquitin-Conjugating
YDL065C	PEX19	PEroXisome related
YDL066W	IDP1	Isocitrate Dehydrogenase, NADP-specific
YDL067C	COX9	Cytochrome c OXidase
YDL068W	""	""
YDL069C	CBS1	Cytochrome B Synthesis
YDL070W	BDF2	BromoDomain Factor
YDL071C	""	""
YDL072C	YET3	Yeast Endoplasmic reticulum Transmembrane protein
YDL073W	AHK1	Associated with HKr1
YDL074C	BRE1	BREfeldin A sensitivity
YDL075W	RPL31A	Ribosomal Protein of the Large subunit
YDL076C	RXT3	""
YDL077C	VAM6	VAcuolar Morphogenesis
YDL078C	MDH3	Malate DeHydrogenase
YDL079C	MRK1	Mds1p Related Kinase
YDL080C	THI3	THIamine metabolism
YDL081C	RPP1A	Ribosomal Protein P1 Alpha
YDL082W	RPL13A	Ribosomal Protein of the Large subunit
YDL083C	RPS16B	Ribosomal Protein of the Small subunit
YDL084W	SUB2	SUppressor of Brr1-1
YDL085C-A	""	""
YDL085W	NDE2	NADH Dehydrogenase, External
YDL086C-A	""	""
YDL086W	""	""
YDL087C	LUC7	Lethal Unless Cap-binding complex is produced
YDL088C	ASM4	Anti-Suppressor in Multicopy
YDL089W	NUR1	NUclear Rim1
YDL090C	RAM1	RAS protein and A-factor Maturation
YDL091C	UBX3	UBiquitin regulatory X
YDL092W	SRP14	Signal Recognition Particle
YDL093W	PMT5	Protein O-MannosylTransferase
YDL094C	""	""
YDL095W	PMT1	Protein O-MannosylTransferase
YDL096C	OPI6	OverProducer of Inositol
YDL097C	RPN6	Regulatory Particle Non-ATPase
YDL098C	SNU23	Small NUclear ribonucleoprotein associated
YDL099W	BUG1	Binder of USO1 and GRH1
YDL100C	GET3	Guided Entry of Tail-anchored proteins
YDL101C	DUN1	DNA-damage UNinducible
YDL102W	POL3	POLymerase
YDL103C	QRI1	""
YDL104C	QRI7	""
YDL105W	NSE4	Non-SMC Element
YDL106C	PHO2	PHOsphate metabolism
YDL107W	MSS2	Mitochondrial Splicing
YDL108W	KIN28	protein KINase
YDL109C	""	""
YDL110C	TMA17	Translation Machinery Associated
YDL111C	RRP42	Ribosomal RNA Processing
YDL112W	TRM3	Transfer RNA Methyltransferase
YDL113C	ATG20	AuTophaGy related
YDL114W	""	""
YDL114W-A	""	""
YDL115C	IWR1	Interacts With RNA polymerase II
YDL116W	NUP84	NUclear Pore
YDL117W	CYK3	CYtoKinesis
YDL118W	""	""
YDL119C	HEM25	HEMe synthesis by SLC25 family member
YDL120W	YFH1	Yeast Frataxin Homolog
YDL121C	EXP1	ER eXport of Pma1
YDL122W	UBP1	UBiquitin-specific Protease
YDL123W	SNA4	Sensitivity to NA+
YDL124W	""	""
YDL125C	HNT1	Histidine triad NucleoTide-binding
YDL126C	CDC48	Cell Division Cycle
YDL127W	PCL2	Pho85 CycLin
YDL128W	VCX1	VaCuolar H+/Ca2+ eXchanger
YDL129W	""	""
YDL130W	RPP1B	Ribosomal Protein P1 Beta
YDL130W-A	STF1	STabilizing Factor
YDL131W	LYS21	LYSine
YDL132W	CDC53	Cell Division Cycle
YDL133C-A	RPL41B	Ribosomal Protein of the Large subunit
YDL133W	SRF1	Spo14 Regulatory Factor
YDL134C	PPH21	Protein PHosphatase
YDL135C	RDI1	Rho GDP Dissociation Inhibitor
YDL136W	RPL35B	Ribosomal Protein of the Large subunit
YDL137W	ARF2	ADP-Ribosylation Factor
YDL138W	RGT2	Restores Glucose Transport
YDL139C	SCM3	Suppressor of Chromosome Missegregation
YDL140C	RPO21	RNA POlymerase
YDL141W	BPL1	Biotin:apoProtein Ligase
YDL142C	CRD1	CaRDiolipin synthase
YDL143W	CCT4	Chaperonin Containing TCP-1
YDL144C	""	""
YDL145C	COP1	COat Protein
YDL146W	LDB17	Low Dye Binding
YDL147W	RPN5	Regulatory Particle Non-ATPase
YDL148C	NOP14	NucleOlar Protein
YDL149W	ATG9	AuTophaGy related
YDL150W	RPC53	RNA Polymerase C
YDL151C	BUD30	BUD site selection
YDL152W	""	""
YDL153C	SAS10	Something About Silencing
YDL154W	MSH5	MutS Homolog
YDL155W	CLB3	CycLin B
YDL156W	CMR1	Changed Mutation Rate
YDL157C	""	""
YDL158C	""	""
YDL159C-B	""	""
YDL159W	STE7	STErile
YDL159W-A	""	""
YDL160C	DHH1	DEAD box Helicase Homolog
YDL160C-A	MHF2	Mph1-associated Histone-Fold protein
YDL161W	ENT1	Epsin N-Terminal homology
YDL162C	""	""
YDL163W	""	""
YDL164C	CDC9	Cell Division Cycle
YDL165W	CDC36	Cell Division Cycle
YDL166C	FAP7	Factor Activating Pos9
YDL167C	NRP1	N (asparagine)-Rich Protein
YDL168W	SFA1	Sensitive to FormAldehyde
YDL169C	UGX2	Unidentified Gene X
YDL170W	UGA3	Utilization of GAba
YDL171C	GLT1	GLuTamate synthase
YDL172C	""	""
YDL173W	PAR32	Phosphorylated After Rapamycin
YDL174C	DLD1	D-Lactate Dehydrogenase
YDL175C	AIR2	Arginine methyltransferase-Interacting RING finger protein
YDL176W	""	""
YDL177C	""	""
YDL178W	DLD2	D-Lactate Dehydrogenase
YDL179W	PCL9	Pho85 CycLin
YDL180W	""	""
YDL181W	INH1	INHibitor (of F1F0-ATPase)
YDL182W	LYS20	LYSine requiring
YDL183C	""	""
YDL184C	RPL41A	Ribosomal Protein of the Large subunit
YDL185C-A	""	""
YDL185W	VMA1	Vacuolar Membrane Atpase
YDL186W	""	""
YDL187C	""	""
YDL188C	PPH22	Protein PHosphatase
YDL189W	RBS1	RNA-Binding Suppressor of PAS kinase
YDL190C	UFD2	Ubiquitin Fusion Degradation
YDL191W	RPL35A	Ribosomal Protein of the Large subunit
YDL192W	ARF1	ADP-Ribosylation Factor
YDL193W	NUS1	Nuclear Undecaprenyl pyrophosphate Synthase
YDL194W	SNF3	Sucrose NonFermenting
YDL195W	SEC31	SECretory
YDL196W	""	""
YDL197C	ASF2	Anti-Silencing Function
YDL198C	GGC1	GDP/GTP Carrier
YDL199C	""	""
YDL200C	MGT1	O-6-MethylGuanine-DNA methylTransferase
YDL201W	TRM8	Transfer RNA Methyltransferase
YDL202W	MRPL11	Mitochondrial Ribosomal Protein, Large subunit
YDL203C	ACK1	Activator of C Kinase 1
YDL204W	RTN2	ReTiculoN-like
YDL205C	HEM3	HEMe biosynthesis
YDL206W	""	""
YDL207W	GLE1	GLFG (glycine-leucine-phenylalanine-glycine) LEthal
YDL208W	NHP2	Non-Histone Protein
YDL209C	CWC2	Complexed With Cef1p
YDL210W	UGA4	Utilization of GAba
YDL211C	""	""
YDL212W	SHR3	Super high Histidine Resistant
YDL213C	NOP6	NucleOlar Protein
YDL214C	PRR2	Pheromone Response Regulator
YDL215C	GDH2	Glutamate DeHydrogenase
YDL216C	RRI1	Regulator of Rub1 specific Isopeptidase
YDL217C	TIM22	Translocase of the Inner Mitochondrial membrane
YDL218W	""	""
YDL219W	DTD1	D-Tyr-tRNA(Tyr) Deacylase
YDL220C	CDC13	Cell Division Cycle
YDL221W	""	""
YDL222C	FMP45	Found in Mitochondrial Proteome
YDL223C	HBT1	HuB1 Target
YDL224C	WHI4	WHIskey
YDL225W	SHS1	Seventh Homolog of Septin
YDL226C	GCS1	Growth Cold Sensitive
YDL227C	HO	HOmothallic switching endonuclease
YDL228C	""	""
YDL229W	SSB1	Stress-Seventy subfamily B
